AKA,AKE,AKH,AKY,ALC,AMN,BNZ,COC,COH,COO,COONH2,KEY,OH,SHH,cid,image_saved_as,ring,iupac,mf
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58219022,lysine_58219022,0.0,"[(5S)-5-amino-5-carboxy-1,1-dideuteriopentyl]azanium
","C6H15N2O2+
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58203005,lysine_58203005,0.0,"(2S)-2,6-bis(deuterioamino)hexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,57616921,lysine_57616921,0.0,"(2S)-2,6-bis(15N)(azanyl)-3,4,4,5,5,6-hexadeuterio(4,5-12C2,1,2,3,6-13C4)hexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,57616912,lysine_57616912,0.0,"(2S)-2,6-diamino-3,4,4,5,5,6-hexadeuteriohexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,57616911,lysine_57616911,0.0,"(2S)-2,6-diamino-3,3,4,4,5,6-hexadeuteriohexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,57616908,lysine_57616908,0.0,"(2S)-2,6-bis(15N)(azanyl)-3,3,4,4,5,6-hexadeuterio(1,2,3,4,5,6-13C6)hexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,53989591,lysine_53989591,0.0,"(2S)-2,6-diamino-2,6,6-trideuteriohexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21846779,lysine_21846779,0.0,"2,6-diaminohexanoic acid;hydron
","C6H15N2O2+
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16213331,lysine_16213331,0.0,"2,6-diamino(1,2-13C2)hexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16213293,lysine_16213293,0.0,"2,6-diamino(113C)hexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12205371,lysine_12205371,0.0,"(2S)-2,6-diamino(1,2,3,4,5,6-13C6)hexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12205370,lysine_12205370,0.0,"(2S)-2,6-diamino(113C)hexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12205360,lysine_12205360,0.0,"2,6-diamino-4,5-ditritiohexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12205346,lysine_12205346,0.0,"2,6-diamino(613C)hexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12135279,lysine_12135279,0.0,"(2S)-2,6-diamino-5,5,6,6-tetradeuteriohexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10975638,lysine_10975638,0.0,"(2S)-2,6-diamino(613C)hexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10313213,lysine_10313213,0.0,"2,6-diamino(213C)hexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5473774,lysine_5473774,0.0,"6-amino-2-$l^{2}-azanylhexanoic acid
","C6H13N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,122482875,lysine_122482875,0.0,"(2S)-6-amino-2,3,3,4,4,5-hexadeuterio-2-(dideuterioamino)hexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,90389224,lysine_90389224,0.0,"(2S)-6-amino-2-deuterio-2-(dideuterioamino)hexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,53989590,lysine_53989590,0.0,"tritio (2S)-2,6-diaminohexanoate
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16217578,lysine_16217578,0.0,"(2S)-2,6-bis(15N)(azanyl)hexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16217576,lysine_16217576,0.0,"(2S)-6-amino-2-(15N)azanylhexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12149174,lysine_12149174,0.0,"(2S)-2,6-diamino-5,5-dideuteriohexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12149172,lysine_12149172,0.0,"(2S)-2,6-diamino-3,3-dideuteriohexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11378574,lysine_11378574,0.0,"(2S)-2,6-diamino(413C)hexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10290870,lysine_10290870,0.0,"6-amino-2-(15N)azanylhexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,450564,lysine_450564,0.0,"2,6-diamino(111C)hexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,450558,lysine_450558,0.0,"(2S)-2,6-diamino(611C)hexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3532358,lysine_3532358,0.0,"(5-amino-1-carboxypentyl)azanium
","C6H15N2O2+
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3784624,lysine_3784624,0.0,"2,6-diaminohexanoyloxidanium
","C6H15N2O2+
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12205349,lysine_12205349,0.0,"2,6-bis(15N)(azanyl)hexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12205352,lysine_12205352,0.0,"(2S)-2,6-diamino-4,4,5,5-tetratritiohexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12205354,lysine_12205354,0.0,"2-amino-6-(15N)azanyl(613C)hexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12205357,lysine_12205357,0.0,"(2S)-2,6-diamino(1,2,3,4,5,6-14C6)hexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12205363,lysine_12205363,0.0,"(2S)-2-amino-6-(15N)azanyl(613C)hexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12205365,lysine_12205365,0.0,"(2S)-2,6-diamino(513C)hexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16057978,lysine_16057978,0.0,"(2R)-2,6-diamino(611C)hexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16219563,lysine_16219563,0.0,"2,6-diamino(1,2,3,4,5,6-14C6)hexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,44231977,lysine_44231977,0.0,"(2S)-2,6-diamino-2,3,3,4,4,5,5,6,6-nonadeuteriohexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45157534,lysine_45157534,0.0,"2-amino-6-(15N)azanylhexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49856216,lysine_49856216,0.0,"(2S)-2,6-diaminohexanoic acid;hydroxide
","C6H15N2O3-
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50992680,lysine_50992680,0.0,"(2S,3R,4R,5S,6R)-2,6-bis(15N)(azanyl)-3,4,5,6-tetradeuterio(1,2,3,4,5,6-13C6)hexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,53989584,lysine_53989584,0.0,"(2S)-2,6-diamino(114C)hexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,57450579,lysine_57450579,0.0,"(2S)-2,6-diaminohexanoic acid;polonium
","C6H14N2O2Po
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,71309189,lysine_71309189,0.0,"(2S)-2-amino-6-(15N)azanylhexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,88683742,lysine_88683742,0.0,"2,6-diamino-2,6,6-trideuteriohexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,92043531,lysine_92043531,0.0,"(2R)-2,6-diamino(114C)hexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,101504129,lysine_101504129,0.0,"
","C6H14N2O2+
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,101611383,lysine_101611383,0.0,"(2S)-2,6-diamino-4,4-ditritiohexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,101966858,lysine_101966858,0.0,"(2S)-2,6-bis(15N)(azanyl)-2,3,3,4,4,5,5,6,6-nonadeuteriohexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,102351657,lysine_102351657,0.0,"(2R)-2,6-diamino-2,4,4,5,5-pentadeuteriohexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,102351658,lysine_102351658,0.0,"(2S)-2,6-diamino-2,4,4,5,5-pentadeuteriohexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,119080593,lysine_119080593,0.0,"(2S)-2,6-bis(15N)(azanyl)-3,4,5,6-tetradeuterio(1,2,3,4,5,6-13C6)hexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,119081141,lysine_119081141,0.0,"(2S)-2,6-diamino-6-deuteriohexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,124202796,lysine_124202796,0.0,"(2S)-2,6-bis(15N)(azanyl)-2,3,3,4,4,5,5,6,6-nonadeuterio(1,2,3,4,5,6-13C6)hexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,131708617,lysine_131708617,0.0,"(2R)-2,6-diamino-4,4,5,5-tetradeuteriohexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,131708625,lysine_131708625,0.0,"(2R)-2,6-diamino-3,3,4,4,5,5,6,6-octadeuteriohexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,131708709,lysine_131708709,0.0,"(2S)-2-amino-6-(15N)azanyl(1,2,3,4,5,6-13C6)hexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,131852320,lysine_131852320,0.0,"6-amino-2-(15N)azanyl(613C)hexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,131854682,lysine_131854682,0.0,"(2S)-2,6-diamino(214C)hexanoic acid
","C6H14N2O2
"
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,134261062,lysine_134261062,0.0,"deuterio 2,6-diaminohexanoate
","C6H14N2O2
"
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141992,4_fluoro_1h_pyrazole_141992,1.0,"4-fluoro-1H-pyrazole
","C3H3FN2
"
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12529273,4_fluoro_1h_pyrazole_12529273,1.0,"4,5-difluoro-1H-pyrazole
","C3H2F2N2
"
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57417610,4_fluoro_1h_pyrazole_57417610,1.0,"1H-pyrazole
","C3H3N2
"
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57506627,4_fluoro_1h_pyrazole_57506627,1.0,"1,4-dihydropyrazol-4-ylium
","C3H3N2+
"
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101364802,4_fluoro_1h_pyrazole_101364802,1.0,"4-fluoro-1H-pyrazole
","C3H2FN2
"
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118992218,4_fluoro_1h_pyrazole_118992218,1.0,"4-fluoro-1H-pyrazole;hydrochloride
","C3H4ClFN2
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2331,benzamide_2331,1.0,"benzamide
","C7H7NO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71572,benzamide_71572,1.0,"4-fluorobenzamide
","C7H6FNO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,77561,benzamide_77561,1.0,"4-iodobenzamide
","C7H6INO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,77529,benzamide_77529,1.0,"2-iodobenzamide
","C7H6INO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,68000,benzamide_68000,1.0,"3-fluorobenzamide
","C7H6FNO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,67964,benzamide_67964,1.0,"2-fluorobenzamide
","C7H6FNO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,522832,benzamide_522832,1.0,"3,4-difluorobenzamide
","C7H5F2NO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12196680,benzamide_12196680,1.0,"(15N)benzamide
","C7H7NO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,522831,benzamide_522831,1.0,"2,5-difluorobenzamide
","C7H5F2NO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,202425,benzamide_202425,1.0,"3-iodobenzamide
","C7H6INO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,140373,benzamide_140373,1.0,"2,3-difluorobenzamide
","C7H5F2NO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21916487,benzamide_21916487,1.0,"N-iodobenzamide
","C7H6INO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16217942,benzamide_16217942,1.0,"2-iodylbenzamide
","C7H6INO3
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12256294,benzamide_12256294,1.0,"N-chlorobenzamide
","C7H6ClNO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12196677,benzamide_12196677,1.0,"benzamide
","C7H7NO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12196675,benzamide_12196675,1.0,"benzamide;hydrochloride
","C7H8ClNO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11074393,benzamide_11074393,1.0,"N-bromobenzamide
","C7H6BrNO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,285483,benzamide_285483,1.0,"4-ethenylbenzamide
","C9H9NO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,123588,benzamide_123588,1.0,"2,4-difluorobenzamide
","C7H5F2NO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,129141631,benzamide_129141631,1.0,"3-(18F)fluoranylbenzamide
","C7H6FNO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,73602802,benzamide_73602802,1.0,"2-(123I)iodanylbenzamide
","C7H6INO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57316717,benzamide_57316717,1.0,"N-sulfanylbenzamide
","C7H7NOS
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21611925,benzamide_21611925,1.0,"benzamide;hydrate
","C7H9NO2
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21443573,benzamide_21443573,1.0,"N,N-diiodobenzamide
","C7H5I2NO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21250917,benzamide_21250917,1.0,"2-fluorobenzamide;hydrochloride
","C7H7ClFNO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20266927,benzamide_20266927,1.0,"sulfinatocarbamoylbenzene
","C7H6NO3S-
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18937848,benzamide_18937848,1.0,"benzamide;hydrate;hydrochloride
","C7H10ClNO2
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11672678,benzamide_11672678,1.0,"4-(18F)fluoranylbenzamide
","C7H6FNO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,136591666,benzamide_136591666,1.0,"N-iminophosphanylbenzamide
","C7H7N2OP
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,134458196,benzamide_134458196,1.0,"N-(disulfanyl)benzamide
","C7H7NOS2
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,123318924,benzamide_123318924,1.0,"benzamido-lambda3-silane
","C7H8NOSi
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,118692278,benzamide_118692278,1.0,"2-iodobenzamide;hydrochloride
","C7H7ClINO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,91317233,benzamide_91317233,1.0,"benzamide;ethane
","C15H31NO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90733193,benzamide_90733193,1.0,"2-deuterio-4-fluorobenzamide
","C7H6FNO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,88600308,benzamide_88600308,1.0,"benzoylazanium;chloride
","C7H8ClNO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,88089333,benzamide_88089333,1.0,"benzamide;carbon dioxide
","C8H7NO3
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,88004730,benzamide_88004730,1.0,"2-deuteriobenzamide
","C7H7NO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,87329316,benzamide_87329316,1.0,"actinium;(4-ethenylbenzoyl)azanide
","C9H8AcNO-
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71363457,benzamide_71363457,1.0,"N-silylbenzamide
","C7H9NOSi
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,70466289,benzamide_70466289,1.0,"benzamide;hydrofluoride
","C7H8FNO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,69776303,benzamide_69776303,1.0,"azane;benzamide
","C7H10N2O
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,69769250,benzamide_69769250,1.0,"benzamide;zinc
","C7H7NOZn
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,69227159,benzamide_69227159,1.0,"2-fluorobenzamide;hydron
","C7H7FNO+
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,68828114,benzamide_68828114,1.0,"benzamide;lithium
","C7H7LiNO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,68828015,benzamide_68828015,1.0,"benzamide;sodium
","C7H7NNaO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,68819060,benzamide_68819060,1.0,"benzamide;hydron
","C7H8NO+
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,67390193,benzamide_67390193,1.0,"2-fluorobenzamide;sodium
","C7H6FNNaO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,67359683,benzamide_67359683,1.0,"benzamide;potassium
","C7H7KNO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59970781,benzamide_59970781,1.0,"(3-fluorobenzoyl)azanide;praseodymium
","C7H5FNOPr-
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59970774,benzamide_59970774,1.0,"benzoylazanide;praseodymium
","C7H6NOPr-
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59347753,benzamide_59347753,1.0,"3-methylbenzamide
","C8H7NO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59218297,benzamide_59218297,1.0,"2,3,5,6-tetradeuterio-4-fluorobenzamide
","C7H6FNO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59038732,benzamide_59038732,1.0,"benzoylazanide;yttrium
","C7H6NOY-
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,58724774,benzamide_58724774,1.0,"(3-fluorophenyl)-lambda2-azanylmethanone
","C7H5FNO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,58408503,benzamide_58408503,1.0,"N-sulfanylidenebenzamide
","C7H5NOS
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,58087448,benzamide_58087448,1.0,"3-oxoboranylbenzamide
","C7H6BNO2
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,58086812,benzamide_58086812,1.0,"4-oxoboranylbenzamide
","C7H6BNO2
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57776279,benzamide_57776279,1.0,"benzamidoboron
","C7H6BNO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54503665,benzamide_54503665,1.0,"benzamide;ethane
","C11H19NO
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54376166,benzamide_54376166,1.0,"benzoylazanium;triiodide
","C7H8I3NO-2
"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23357841,benzamide_23357841,1.0,"2-iodosylbenzamide
","C7H6INO2
"
